adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/kB1Qrsg189eDz4Ej3ABXtLudClq.jpg,"[35, 10749]",810171,en,The Valet,"World famous movie star Olivia faces a PR disaster when a paparazzi snaps a photo of her with her married lover, Vincent. The hard-working valet Antonio accidentally appears in the same photo and is enlisted to pose as Olivia’s new boyfriend as a cover-up. This ruse with Olivia thrusts Antonio into the spotlight and unexpected chaos.",20.913,/q7FmdJHKMLIC4XgWfcFRIu2iVdL.jpg,2022-05-11,The Valet,False,7.553,521
False,/v23fWgJUEt8EMmvn19btIacxP8E.jpg,"[10749, 14, 16]",3933,en,Corpse Bride,"Set in a 19th-century European village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",75.757,/isb2Qow76GpqYmsSyfdMfsYAjts.jpg,2005-09-12,Corpse Bride,False,7.553,8793
False,/5i9G9oQdnshtpgJpa7HEGdvjza7.jpg,"[14, 10749, 10770]",599521,en,Z-O-M-B-I-E-S 2,"Zed and Addison are back at Seabrook High, where, after a groundbreaking semester, they continue to steer both their school and community toward unity. But the arrival of a new group of outsiders – mysterious werewolves – threatens to shake up the newfound peace and causes a rift in Zed and Addison’s budding romance.",19.799,/frTwEqSMWQ27oQeuiBO5PT0ZNqq.jpg,2020-06-13,Z-O-M-B-I-E-S 2,False,7.552,434
False,/z3gZRm7ZnWVyKpZHJ4vho7wRZW3.jpg,"[53, 9648]",111083,es,El cuerpo,"A woman’s body disappears mysteriously from the morgue without a trace. Police inspector Jaime Peña investigates the strange occurrence with the help of Álex Ulloa, the widower of the missing woman.",27.598,/eV6h3m3sWQlAlP760sAERWQ7KTI.jpg,2012-12-21,The Body,False,7.552,1210
False,/elQ35lnbMHGgqx62kXqslL1ielY.jpg,"[35, 18]",338,de,"Good Bye, Lenin!",Alex Kerner's mother was in a coma while the Berlin wall fell. When she wakes up he must try to keep her from learning what happened (as she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,26.534,/2QlsdRwkug30lw6DAWG8pxmMuFQ.jpg,2003-02-13,"Good Bye, Lenin!",False,7.552,2322
False,/z49xfB5s3A7G8vnXDfzFWJup046.jpg,[18],4960,en,"Synecdoche, New York","A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",14.353,/ZLNHDNSnBzQlCEjHMsQ7mJU0sX.jpg,2008-10-24,"Synecdoche, New York",False,7.6,1369
False,/cxULojvpOWYX8AUG5eJpTYS8IbX.jpg,"[18, 10749]",870,ja,ドールズ,"Dolls takes puppeteering as its overriding motif, which relates thematically to the action provided by the live characters. Chief among those tales is the story of Matsumoto and Sawako, a young couple whose relationship is about to be broken apart by the former's parents, who have insisted their son take part in an arranged marriage to his boss' daughter.",9.402,/vQ9XBpH88jvO3hpHt9Zm5IHe5NP.jpg,2002-10-12,Dolls,False,7.551,306
False,/5VGmkeXybclhOqBaLprigVG9Ucz.jpg,"[18, 80]",269,fr,À bout de souffle,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.",25.646,/9Wx0Wdn2EOqeCZU4SP6tlS3LOml.jpg,1960-03-16,Breathless,False,7.551,1735
False,/ihdFypo7MyfJvDSjK7Sbnsjhu8H.jpg,"[28, 18, 53]",109424,en,Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",31.581,/vjsEi2JytAT76qrtUHPIhXExZAm.jpg,2013-10-10,Captain Phillips,False,7.55,6713
False,/e6CnfsN7wnhZEMqh5EnCfTDXQ7g.jpg,"[28, 12, 14, 16]",507569,ja,劇場版 七つの大罪 天空の囚われ人,"Traveling in search of the rare ingredient, “sky fish”  Meliodas and Hawk arrive at a palace that floats above the clouds. The people there are busy preparing a ceremony, meant to protect their home from a ferocious beast that awakens once every 3,000 years. But before the ritual is complete, the Six Knights of Black—a Demon Clan army—removes the seal on the beast, threatening the lives of everyone in the Sky Palace.",8.659,/63NOOAkaZAK8h93Sg7Ucq6XLJGP.jpg,2018-08-18,The Seven Deadly Sins: Prisoners of the Sky,False,7.549,989
False,/tOfAkOf7TrAPuz4kKG5Fvq1seCd.jpg,"[28, 53]",38234,en,Undisputed III: Redemption,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",50.297,/g8KB77SPA7SyU8eid6TAEpt9skU.jpg,2010-05-22,Undisputed III: Redemption,False,7.549,872
False,/wj2nLa0vfS0SLu2vJ6ABTRhMrok.jpg,[18],334541,en,Manchester by the Sea,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",28.424,/e8daDzP0vFOnGyKmve95Yv0D0io.jpg,2016-11-18,Manchester by the Sea,False,7.548,5687
False,/9caD0fGCrp96JTFFeGyI0CGNj7.jpg,"[36, 10752, 18, 12]",967,en,Spartacus,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",78.441,/xLPpQlFWE12cbqNJQ5Vf4eJU8ij.jpg,1960-10-13,Spartacus,False,7.548,2070
False,/lxNG1eGsfY8yOeTSk66B5hrv6pZ.jpg,"[18, 35, 10749]",776,fr,La Règle du jeu,A weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances.,11.149,/8JOzt7uFZyshcuzCBmYU6CDJL4D.jpg,1939-07-09,The Rules of the Game,False,7.548,553
False,/bBVLXyVfyNkgUPohCPVuu69B5Mc.jpg,[18],11159,en,Secrets & Lies,"After her adoptive mother dies, Hortense, a successful black optometrist, seeks out her birth mother. She's shocked when her research leads her to a working class white woman, Cynthia.",17.0,/zQBuRQ3hrLhkEsXcxteUxuxLrvs.jpg,1996-05-24,Secrets & Lies,False,7.547,622
False,/40PwKtiXIZhHS1NmDko6h8EA391.jpg,"[10749, 18, 36]",921,en,Cinderella Man,"The true story of boxer Jim Braddock who, following his retirement in the 1930s, makes a surprise comeback in order to lift his family out of poverty.",18.969,/i7OYyyAB2pSW9YwK0M2swDz6xSc.jpg,2005-06-02,Cinderella Man,False,7.547,2108
False,/40PwKtiXIZhHS1NmDko6h8EA391.jpg,"[10749, 18, 36]",921,en,Cinderella Man,"The true story of boxer Jim Braddock who, following his retirement in the 1930s, makes a surprise comeback in order to lift his family out of poverty.",18.969,/i7OYyyAB2pSW9YwK0M2swDz6xSc.jpg,2005-06-02,Cinderella Man,False,7.547,2108
False,/gEFe2joIQUopBmMPXOHPxuX2f4u.jpg,"[12, 14, 28, 53, 878]",18,en,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",69.149,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,1997-05-02,The Fifth Element,False,7.547,10440
False,/mS3qSGdeRdL7rqanWJY5LjfQBUY.jpg,"[18, 9648, 10749]",682507,en,Where the Crawdads Sing,"Abandoned by her family, Kya raises herself all alone in the marshes outside of her small town. When her former boyfriend is found dead, Kya is instantly branded by the local townspeople and law enforcement as the prime suspect for his murder.",33.738,/n1el846gLDXfhOvrRCsyvaAOQWv.jpg,2022-07-14,Where the Crawdads Sing,False,7.548,1589
False,/wP1nu98mgiSOyuPmMWdZ8109S9j.jpg,"[18, 53]",4550,ko,친절한 금자씨,"Released after being wrongfully convicted and imprisoned for 13 years, a woman begins executing her elaborate plan of retribution.",23.276,/3Oy3iLMqD79us2iAUD6fKqWebYU.jpg,2005-07-29,Lady Vengeance,False,7.545,1601
False,/xdK6hoowYfB2D1eEJipkbyYMcfM.jpg,"[28, 80, 18]",2487,ja,修羅雪姫,Yuki's family is nearly wiped out before she is born due to the machinations of a band of criminals. These criminals kidnap and brutalize her mother but leave her alive. Later her mother ends up in prison with only revenge to keep her alive. She creates an instrument for this revenge by purposefully getting pregnant. Yuki never knows the love of a family but only killing and revenge.,12.74,/wkcbaqCoYEXDUnSQ6NTnB2C7H05.jpg,1973-12-01,Lady Snowblood,False,7.545,347
False,/466zklOlxKDXID4ejaIXu3PN5nV.jpg,"[18, 53, 28]",1372,en,Blood Diamond,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",41.484,/tnLxPpajkbVdbQl5B9CuD7sSpz9.jpg,2006-12-08,Blood Diamond,False,7.545,7370
False,/jyRk8ykqLOXaVadZ0aWRDd89gMP.jpg,"[27, 35, 14]",765,en,Evil Dead II,"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.",62.576,/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg,1987-03-13,Evil Dead II,False,7.545,2991
False,/aCAvih7z9D8FZHrF8sSSaczl9N8.jpg,"[10751, 16, 35]",532,en,A Close Shave,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.",16.538,/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,1995-04-10,A Close Shave,False,7.545,774
False,/nlG452icactoT6hbqECbSEVfGII.jpg,"[16, 12, 35, 10751, 14]",228326,en,The Book of Life,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",41.133,/aotTZos5KswgCryEzx2rlOjFsm1.jpg,2014-10-01,The Book of Life,False,7.5,2581
False,/1Uh8yuXlFcMDpVHWZJidjanT06e.jpg,"[28, 80, 10749]",319,en,True Romance,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",43.603,/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg,1993-09-09,True Romance,False,7.544,2619
False,/miOnymJ0dN2psWBB8Vleo3fUyrc.jpg,"[18, 35]",607259,en,Fatherhood,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",35.872,/pR2fzm82fl0giommpo310LBOMbV.jpg,2021-06-18,Fatherhood,False,7.543,1347
False,/628Dep6AxEtDxjZoGP78TsOxYbK.jpg,"[28, 53]",575264,en,Mission: Impossible - Dead Reckoning Part One,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",159.797,/NNxYkU70HPurnNCSiCjYAmacwm.jpg,2023-07-08,Mission: Impossible - Dead Reckoning Part One,False,7.544,3448
False,/2Q6hQ7zfKDhtFVx1DlWKKAxBInb.jpg,"[53, 36, 18, 28]",416144,en,Hotel Mumbai,"Mumbai, India, November 26, 2008. While several terrorists spread hatred and death through the city, others attack the Taj Mahal Palace Hotel. Both hotel staff and guests risk their lives, making unthinkable sacrifices to protect themselves and keep everyone safe while help arrives.",85.942,/v32SC4HFZtlDRWXMaR2V2dWqAXJ.jpg,2019-03-14,Hotel Mumbai,False,7.542,1483
False,/8GvOQSjztqy3M2Oe9KzeSsxFYcO.jpg,"[16, 28, 878]",39324,ja,ドラゴンボールZ・絶望への反抗!!残された超戦士・悟飯とトランクス,It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future,40.833,/nqWzRqOxLu6gufvWFwJGt04S3PH.jpg,1993-02-24,Dragon Ball Z: The History of Trunks,False,7.543,507
False,/mrdHbaCp3ysDrzUHle5eQlY9Vzu.jpg,"[27, 35]",747,en,Shaun of the Dead,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",39.697,/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,2004-04-09,Shaun of the Dead,False,7.543,8154
False,/oflZDGEo8rZqMIH98WmLRPPmqKY.jpg,[18],221,en,Rebel Without a Cause,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",22.994,/n0oJB5fhcUth9ZbHziwsFuR38gT.jpg,1955-10-27,Rebel Without a Cause,False,7.543,1562
False,/4sOeeDX9uBteu81ty2bcdbzU933.jpg,"[18, 35]",308369,en,Me and Earl and the Dying Girl,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.",11.836,/eLjS2bLMjln2n2I73Xu6TaANPDZ.jpg,2015-06-12,Me and Earl and the Dying Girl,False,7.542,2496
False,/voWtzUp5MZTcDMVxZVeNmj4Lm8j.jpg,"[80, 18, 35]",8073,fr,Bande à part,"Cinephile slackers Franz and Arthur spend their days mimicking the antiheroes of Hollywood noirs and Westerns while pursuing the lovely Odile. The misfit trio upends convention at every turn, be it through choreographed dances in cafés or frolicsome romps through the Louvre. Eventually, their romantic view of outlaws pushes them to plan their own heist, but their inexperience may send them out in a blaze of glory -- which could be just what they want.",12.136,/9oqyj79xmcypxLajJdefOtrYx64.jpg,1964-08-05,Band of Outsiders,False,7.542,536
False,/iDw6J49rf7Xlu9QZBWpvmrMqSzI.jpg,"[53, 9648, 878]",575604,ko,콜,"Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate.",22.729,/oz8hvZHg7tIdGwh0ErPRhobJKPR.jpg,2020-11-27,The Call,False,7.536,776
False,/aQCCpAIdWAp6wyFgjMry4okwrZo.jpg,"[27, 53]",138843,en,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",112.086,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,2013-07-18,The Conjuring,False,7.541,11178
False,/y3sPNxqVBIt97EZX568OpAWBpcl.jpg,"[18, 10749, 10752]",907,en,Doctor Zhivago,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",26.087,/r0Iv2BiCFYDnzc6uU1q3AJ56igT.jpg,1965-12-22,Doctor Zhivago,False,7.541,1099
False,/epsz7OqjwmeK1ehItgz1OVzxOH9.jpg,"[28, 878, 12]",588228,en,The Tomorrow War,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",81.706,/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg,2021-09-03,The Tomorrow War,False,7.54,3233
False,/8s231Ufkl9jF2JVnoZtQUxPXsSl.jpg,"[18, 35]",456929,es,Campeones,"A disgraced basketball coach is given the chance to coach Los Amigos, a team of players who are intellectually disabled, and soon realizes they just might have what it takes to make it to the national championships.",21.238,/m5z4Ud6Ya5EY3Eg3OBbVBaDKWK.jpg,2018-04-06,Champions,False,7.54,717
False,/uFwnUQ3ZwE5EbBEDBzs1bRPlOx8.jpg,"[28, 12, 878]",200085,ko,감기,"A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it.",35.014,/t38Vy4PhdCKAJ1lVWiUCrxaeEmZ.jpg,2013-08-14,The Flu,False,7.54,1139
False,/glZFeToGL2FpALrHklNbZAHn31A.jpg,[18],25468,en,My Dinner with Andre,Wallace Shawn and Andre Gregory share life stories and anecdotes over the course of an evening meal at a restaurant.,8.979,/nTZFiK3fPlBkaAfQxNreRKXogVh.jpg,1981-10-11,My Dinner with Andre,False,7.54,354
False,/7aWpb0sfGteTomS9DP5NWDeD7DL.jpg,"[80, 18, 53]",9366,en,Donnie Brasco,An FBI undercover agent infiltrates the mob and identifies more with the mafia life at the expense of his regular one.,41.777,/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,1997-02-27,Donnie Brasco,False,7.54,4285
False,/zvNMZl0l2qYq0x0ntq8sILiIpLw.jpg,"[80, 18]",9040,en,Serpico,"Frank Serpico is an idealistic New York City cop who refuses to take bribes, unlike the rest of the force. His actions get Frank shunned by the other officers, and often placed in dangerous situations by his partners. When his superiors ignore Frank's accusations of corruption, he decides to go public with the allegations. Although this causes the Knapp Commission to investigate his claims, Frank has also placed a target on himself.",25.456,/c7fENg2o6SBBtL3z4V9xTAnEoDJ.jpg,1973-12-18,Serpico,False,7.5,1841
False,/96SADhPnkXnVN3KaRKsDeBovLcm.jpg,"[28, 14, 10770]",877703,en,Teen Wolf: The Movie,"The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",34.571,/wAkpPm3wcHRqZl8XjUI3Y2chYq2.jpg,2023-01-18,Teen Wolf: The Movie,False,7.539,778
False,/rLo9T9jEg67UZPq3midjLnTUYYi.jpg,"[18, 10402, 36]",614934,en,Elvis,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",50.146,/qBOKWqAFbveZ4ryjJJwbie6tXkQ.jpg,2022-06-22,Elvis,False,7.54,3205
False,/4nQMxOfOYP4cYI69XRt9Gm1jA2E.jpg,"[16, 10749]",200481,en,The Blue Umbrella,"It is just another evening commute until the rain starts to fall, and the city comes alive to the sound of dripping rain pipes, whistling awnings and gurgling gutters.",9.621,/iSWV7ra8HJ3gYnZFMMrPe8CBbrv.jpg,2013-02-12,The Blue Umbrella,False,7.539,528
False,/mgfxkCJLvudtnTOJml5mFbHWbk0.jpg,"[80, 18, 53]",483184,it,Dogman,"Marcello, a small and gentle dog groomer, finds himself involved in a dangerous relationship of subjugation with Simone, a former violent boxer who terrorizes the entire neighborhood. In an effort to reaffirm his dignity, Marcello will submit to an unexpected act of vengeance.",16.24,/eaZq1G8sJHv9f9a5IzioQlS3REX.jpg,2018-05-17,Dogman,False,7.538,2150
False,/2l7T1uDcOkivwUq3wDO8gGL5JAi.jpg,"[27, 18]",13310,sv,Låt den rätte komma in,"Set in 1982 in the suburb of Blackeberg, Stockholm, twelve-year-old Oskar is a lonely outsider, bullied at school by his classmates; at home, Oskar dreams of revenge against a trio of bullies. He befriends his twelve-year-old, next-door neighbor Eli, who only appears at night in the snow-covered playground outside their building.",15.321,/7IG4WjaAOVDlLvLUkh513HSwhW8.jpg,2008-10-24,Let the Right One In,False,7.538,2820
False,/uuich47VwLn44B0gHmhgLt6hTcM.jpg,"[12, 37, 35, 18]",11040,en,Little Big Man,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.",11.723,/pLvUVqadEI9cPrRlTru6ee71EWU.jpg,1970-12-14,Little Big Man,False,7.538,597
False,/kRQ6B6aXBuhwaPFY2kUfnydjCyQ.jpg,"[35, 10749]",900,en,Bringing Up Baby,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",14.212,/vTNNOtemaYmtx3k2NpsLMRJKEwZ.jpg,1938-02-18,Bringing Up Baby,False,7.538,934
False,/rQY1Rkjxa7EJXYrv2jbUjLcCC4l.jpg,"[18, 35]",15014,it,Bianca,"Eccentric and full of manias, Michele is a young high school professor who defines himself as “not used to happiness”. He realizes his life is meaningless if he doesn’t have a woman by his side but, after a series of rather disastrous experiences, he feels more alone than ever. Then, out of the blue, a new French teacher called Bianca arrives at school. Amongst uncertainties and contradictions, the two start dating. In the meantime, a series of homicides take place and a police officer begins to suspect that Michele is involved. Bianca will save him providing an alibi at the right moment, but then, everything goes wrong again.",16.507,/g8fzVIq6FWwyu0EqKBaGN6AXelY.jpg,1984-02-23,Bianca,False,7.537,368
False,/H40nWdJngUc6gtytMAbElm9HOu.jpg,[18],881,en,A Few Good Men,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",32.9,/rLOk4z9zL1tTukIYV56P94aZXKk.jpg,1992-12-11,A Few Good Men,False,7.537,3427
False,/fvCVwNHhF3nxnsEiXTl2npHaXIN.jpg,"[18, 53]",451657,fr,Jusqu'à la garde,"In the midst of a divorce, Miriam Besson decides to ask for exclusive custody of her son, in order to protect him from a father that she is accusing of violence. The judge-in-charge of the file grants a shared custody to the father whom it considers abused. Taken as a hostage between his parents, Julien Besson will do everything to prevent the worst from happening.",8.456,/Aovc3FHXPzjWb3XZSNDfC2CPLKM.jpg,2018-02-07,Custody,False,7.536,619
False,/44b6nOh3GXmQEM3aF7vQxjl2tYu.jpg,[35],37769,it,Il secondo tragico Fantozzi,The frustrating adventures of a humble employee who all the time has to fullfill the wishes and desires of his bosses.,5.534,/c51PWa2X6QoxE3q7zai0vayvrUO.jpg,1976-04-15,The Second Tragic Fantozzi,False,7.536,586
False,/kpweNmq8CMzBuYJN2jebcfxoCkU.jpg,[18],2009,ro,"4 luni, 3 săptămîni și 2 zile",Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.,15.571,/kwV7rP0wgcfui8QzcXZ6ga273cB.jpg,2007-08-24,"4 Months, 3 Weeks and 2 Days",False,7.536,700
False,/n5GGpjVlPRDPQuhWegt7NKCWRV0.jpg,"[35, 10751]",668742,es,Padre no hay más que uno 2: la llegada de la suegra,The success of the Conchy virtual assistant (which was developed by Javier) has earned him a favorable spot in the parents chat room - until something unexpected ruins it all.,27.645,/rwPb2AfNzQXjb8sUM6mCzMvN5T3.jpg,2020-07-29,Father There Is Only One 2,False,7.535,526
False,/n5GGpjVlPRDPQuhWegt7NKCWRV0.jpg,"[35, 10751]",668742,es,Padre no hay más que uno 2: la llegada de la suegra,The success of the Conchy virtual assistant (which was developed by Javier) has earned him a favorable spot in the parents chat room - until something unexpected ruins it all.,27.645,/rwPb2AfNzQXjb8sUM6mCzMvN5T3.jpg,2020-07-29,Father There Is Only One 2,False,7.535,526
False,/iYawbkoQmHCdnyR5bVB9XBQS90j.jpg,"[18, 10749]",15917,hi,देवदास,"After his wealthy family prohibits him from marrying the woman he is in love with, Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain.",16.282,/n853Gvyy5tGz6BujE6jeuVqjXKM.jpg,2002-07-11,Devdas,False,7.534,322
False,/zHKEgUrLn8wRrBmKRPIq5sFPrvV.jpg,"[80, 18]",10778,en,The Man Who Wasn't There,"A tale of murder, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity and a mysterious opportunity presents him with a chance to change it.",12.518,/gQHBLxJmakVO1h7VnTHwnVplXZs.jpg,2001-10-26,The Man Who Wasn't There,False,7.534,1520
False,/JnukHKeQNTaCCpsXiCk1VYtVTH.jpg,"[10752, 53]",3482,en,The Train,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.",66.256,/bzgPLB7efMohled42PIn6CcOTnO.jpg,1964-09-24,The Train,False,7.534,307
False,/b5bcKhvN6VP82U5ztNdPfOLiolD.jpg,"[14, 35, 10749]",59436,en,Midnight in Paris,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",26.159,/e3pNsS7Jlff0vCLw4BopTNGkfs6.jpg,2011-05-11,Midnight in Paris,False,7.533,7117
False,/wcJmFsz8RqIhozMwvU81hreTX4i.jpg,"[18, 10749]",12163,en,The Wrestler,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",32.871,/6OTR8dSoNGjWohJNo3UhIGd3Tj.jpg,2008-09-07,The Wrestler,False,7.533,3517
False,/sAPnp1Ddgp1YgLTi3kcSuYgldjf.jpg,"[28, 12, 10752]",11046,en,Where Eagles Dare,"World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.",33.817,/dnyiVS4Ad4w4rfS4Bm1YalEdonx.jpg,1968-12-04,Where Eagles Dare,False,7.5,852
False,/wLttOcR1wJGedXfpe69y215NvjN.jpg,"[16, 12, 10751]",1076364,en,Carl's Date,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",88.557,/wakoF2UgsEE3fGs5KpuwMWsaNr2.jpg,2023-06-15,Carl's Date,False,7.538,379
False,/8gdkGChtXMO1ZcO0paUGfqyhoi0.jpg,"[37, 18, 12]",281957,en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",79.314,/tSaBkriE7TpbjFoQUFXuikoz0dF.jpg,2015-12-25,The Revenant,False,7.532,17723
False,/yj9VAqzlA0kasae8rK1VG3NvDZk.jpg,"[18, 36]",1883,en,Malcolm X,"A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.",37.66,/o2s9ow0uRRm1BcF3teznk5twd90.jpg,1992-11-18,Malcolm X,False,7.532,1589
False,/a0x89EyyjaUWnbczsqbVZJKYgUD.jpg,"[28, 16]",556901,en,Teen Titans Go! vs. Teen Titans,"The comedic modern-day quintet takes on their 2003 counterparts when villains from each of their worlds join forces to pit the two Titan teams against each other. They'll need to set aside their differences and work together to combat Trigon, Hexagon, Santa Claus (that's right, Santa!) and time itself in order to save the multiverse.",17.204,/GWJEdzVC9aOBSOMF9NHodYxSsE.jpg,2019-07-21,Teen Titans Go! vs. Teen Titans,False,7.531,469
